locus_tag	ftype	length_bp	gene	EC_number	COG	product
IABCJNHA_02548	CDS	666	ktrA_2		COG0569	Ktr system potassium uptake protein A
IABCJNHA_02549	CDS	834	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
IABCJNHA_02550	CDS	1287	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
IABCJNHA_02551	CDS	279	abh		COG2002	Putative transition state regulator Abh
IABCJNHA_02552	CDS	1020	mreBH		COG1077	Cell shape-determining protein MreBH
IABCJNHA_02553	CDS	135				hypothetical protein
IABCJNHA_02554	CDS	1233		3.4.11.-		Aminopeptidase 2
IABCJNHA_02555	CDS	912				hypothetical protein
IABCJNHA_02556	CDS	1623	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
IABCJNHA_02557	CDS	270				hypothetical protein
IABCJNHA_02558	CDS	582	sipT	3.4.21.89	COG0681	Signal peptidase I T
IABCJNHA_02559	CDS	1908	fruA		COG1299	PTS system fructose-specific EIIABC component
IABCJNHA_02560	CDS	912	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
IABCJNHA_02561	CDS	756	lacR_2			Lactose phosphotransferase system repressor
IABCJNHA_02562	CDS	1194	yknZ_2		COG0577	putative ABC transporter permease YknZ
IABCJNHA_02563	CDS	693	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IABCJNHA_02564	CDS	1134	yknX_2		COG0845	Putative efflux system component YknX
IABCJNHA_02565	CDS	696	yknW			Membrane protein YknW
IABCJNHA_02566	CDS	1815			COG1132	putative ABC transporter ATP-binding protein
IABCJNHA_02567	CDS	1758		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IABCJNHA_02568	CDS	234	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
IABCJNHA_02569	CDS	474	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
IABCJNHA_02570	CDS	522				hypothetical protein
IABCJNHA_02571	CDS	1293	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
IABCJNHA_02572	CDS	1020				hypothetical protein
IABCJNHA_02573	CDS	600	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
IABCJNHA_02574	CDS	966				Sporulation protein cse15
IABCJNHA_02575	CDS	576	rok			Repressor Rok
IABCJNHA_02576	CDS	447	ykuV	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
IABCJNHA_02577	CDS	543	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IABCJNHA_02578	CDS	804	ykuT		COG0668	putative MscS family protein YkuT
IABCJNHA_02579	CDS	246				hypothetical protein
IABCJNHA_02580	CDS	1125	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
IABCJNHA_02581	CDS	711	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IABCJNHA_02582	CDS	456			COG0716	Flavodoxin
IABCJNHA_02583	CDS	894				hypothetical protein
IABCJNHA_02584	CDS	477				Flavodoxin
IABCJNHA_02585	CDS	882	cmpR_2			HTH-type transcriptional activator CmpR
IABCJNHA_02586	CDS	444	ykuL		COG0517	CBS domain-containing protein YkuL
IABCJNHA_02587	CDS	192	ykzF			putative protein YkzF
IABCJNHA_02588	CDS	519				hypothetical protein
IABCJNHA_02589	CDS	240	ykuJ		COG4703	putative protein YkuJ
IABCJNHA_02590	CDS	1224	ykuI		COG2200	putative EAL-domain containing protein YkuI
IABCJNHA_02591	CDS	549				hypothetical protein
IABCJNHA_02592	CDS	519				hypothetical protein
IABCJNHA_02593	CDS	1731	fadG		COG3409	putative protein FadG
IABCJNHA_02594	CDS	765	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
IABCJNHA_02595	CDS	861	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
IABCJNHA_02596	CDS	504	ykuD	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
IABCJNHA_02597	CDS	1293				hypothetical protein
IABCJNHA_02598	CDS	465				hypothetical protein
IABCJNHA_02599	CDS	912	cheV		COG0784	Chemotaxis protein CheV
IABCJNHA_02600	CDS	162				hypothetical protein
IABCJNHA_02601	CDS	1182	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IABCJNHA_02602	CDS	1821	kinA	2.7.13.3	COG0642	Sporulation kinase A
IABCJNHA_02603	CDS	2115	pbpH_2		COG0768	Penicillin-binding protein H
IABCJNHA_02604	CDS	774				hypothetical protein
IABCJNHA_02605	CDS	867	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
IABCJNHA_02606	CDS	1968	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
IABCJNHA_02607	CDS	681				hypothetical protein
IABCJNHA_02608	CDS	1029	splB	4.1.99.14	COG1533	Spore photoproduct lyase
IABCJNHA_02609	CDS	240				hypothetical protein
IABCJNHA_02610	CDS	1713	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
IABCJNHA_02611	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
IABCJNHA_02612	CDS	2100	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IABCJNHA_02613	CDS	846	glcT		COG3711	PtsGHI operon antiterminator
IABCJNHA_02614	CDS	171				hypothetical protein
IABCJNHA_02615	CDS	966	ccpB_2			Catabolite control protein B
IABCJNHA_02616	CDS	126				hypothetical protein
IABCJNHA_02617	CDS	1092		3.4.-.-		putative peptidase
IABCJNHA_02618	CDS	204				hypothetical protein
IABCJNHA_02619	CDS	1914	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
IABCJNHA_02620	CDS	498	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
IABCJNHA_02621	CDS	1338	ykvU		COG2244	Sporulation protein YkvU
IABCJNHA_02622	CDS	627	ykvT		COG3773	putative protein YkvT
IABCJNHA_02623	CDS	198				hypothetical protein
IABCJNHA_02624	CDS	186				hypothetical protein
IABCJNHA_02625	CDS	291	ykvR			putative protein YkvR
IABCJNHA_02626	CDS	699				hypothetical protein
IABCJNHA_02627	CDS	228				hypothetical protein
IABCJNHA_02628	CDS	1119	ykvP		COG1388	Spore protein YkvP
IABCJNHA_02629	CDS	747	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
IABCJNHA_02630	CDS	357	ytcD_2		COG1733	putative HTH-type transcriptional regulator YtcD
IABCJNHA_02631	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
IABCJNHA_02632	CDS	732	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
IABCJNHA_02633	CDS	441	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
IABCJNHA_02634	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
IABCJNHA_02635	CDS	1044				hypothetical protein
IABCJNHA_02636	CDS	2100	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
IABCJNHA_02637	CDS	822	pomA_2		COG1291	Chemotaxis protein PomA
IABCJNHA_02638	CDS	786	motB_2		COG1360	Motility protein B
IABCJNHA_02639	CDS	438	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
IABCJNHA_02640	CDS	1503	kinD	2.7.13.3		Sporulation kinase D
IABCJNHA_02641	CDS	432				hypothetical protein
IABCJNHA_02642	CDS	258	spo0E	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
IABCJNHA_02643	CDS	321				hypothetical protein
IABCJNHA_02644	CDS	537	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
IABCJNHA_02645	CDS	630	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
IABCJNHA_02646	CDS	708	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
IABCJNHA_02647	CDS	1218	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
IABCJNHA_02648	CDS	1197	bacF_2	2.6.1.-	COG0436	Transaminase BacF
IABCJNHA_02649	CDS	780	yafV	3.5.1.3		Omega-amidase YafV
IABCJNHA_02650	CDS	1194	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
IABCJNHA_02651	CDS	1062	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
IABCJNHA_02652	CDS	126				hypothetical protein
IABCJNHA_02653	CDS	498	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
IABCJNHA_02654	CDS	2217	kinE	2.7.13.3	COG2202	Sporulation kinase E
IABCJNHA_02655	CDS	1023				hypothetical protein
IABCJNHA_02656	CDS	177				hypothetical protein
IABCJNHA_02657	CDS	156				hypothetical protein
IABCJNHA_02658	CDS	1350	ktrB_2		COG0168	Ktr system potassium uptake protein B
IABCJNHA_02659	CDS	897	htpX_2	3.4.24.-	COG0501	Protease HtpX
IABCJNHA_02660	CDS	702				hypothetical protein
IABCJNHA_02661	CDS	195	sspD			Small, acid-soluble spore protein D
IABCJNHA_02662	CDS	1146	rsgI			Anti-sigma-I factor RsgI
IABCJNHA_02663	CDS	756	sigI			RNA polymerase sigma factor SigI
IABCJNHA_02664	CDS	975				hypothetical protein
IABCJNHA_02665	CDS	666				hypothetical protein
IABCJNHA_02666	CDS	2403				hypothetical protein
IABCJNHA_02667	CDS	885	ku		COG1273	Non-homologous end joining protein Ku
IABCJNHA_02668	CDS	1836	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
IABCJNHA_02669	CDS	1014	ykoT	2.4.-.-		putative glycosyltransferase YkoT
IABCJNHA_02670	CDS	1695				hypothetical protein
IABCJNHA_02671	CDS	813	ypbG_2		COG1408	putative protein YpbG
IABCJNHA_02672	CDS	552				hypothetical protein
IABCJNHA_02673	CDS	1122	ugtP_2	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
IABCJNHA_02674	CDS	465	mhqR_2		COG1846	HTH-type transcriptional regulator MhqR
IABCJNHA_02675	CDS	183	ykoL			Stress response protein YkoL
IABCJNHA_02676	CDS	156				hypothetical protein
IABCJNHA_02677	CDS	333	tnrA		COG0789	HTH-type transcriptional regulator TnrA
IABCJNHA_02678	CDS	1356	mgtE		COG2239	Magnesium transporter MgtE
IABCJNHA_02679	CDS	123				hypothetical protein
IABCJNHA_02680	CDS	138				hypothetical protein
IABCJNHA_02681	CDS	513	ykoJ		COG3212	putative protein YkoJ
IABCJNHA_02682	CDS	681				hypothetical protein
IABCJNHA_02683	CDS	1365	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
IABCJNHA_02684	CDS	687	mprA			Response regulator MprA
IABCJNHA_02685	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
IABCJNHA_02686	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
IABCJNHA_02687	CDS	1644	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
IABCJNHA_02688	CDS	765	ykoC			Putative HMP/thiamine permease protein YkoC
IABCJNHA_02689	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
IABCJNHA_02690	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
IABCJNHA_02691	CDS	2289	metE_3	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
IABCJNHA_02692	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
IABCJNHA_02693	CDS	171				hypothetical protein
IABCJNHA_02694	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
IABCJNHA_02695	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
IABCJNHA_02696	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
IABCJNHA_02697	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
IABCJNHA_02698	CDS	1098	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase 1
IABCJNHA_02699	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
IABCJNHA_02700	CDS	318	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
IABCJNHA_02701	CDS	339	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
IABCJNHA_02702	CDS	519		2.3.1.-	COG1670	Acetyltransferase
IABCJNHA_02703	CDS	528				hypothetical protein
IABCJNHA_02704	CDS	732				hypothetical protein
IABCJNHA_02705	CDS	225				hypothetical protein
IABCJNHA_02706	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
IABCJNHA_02707	CDS	561				hypothetical protein
IABCJNHA_02708	CDS	861		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
IABCJNHA_02709	CDS	1050	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
IABCJNHA_02710	CDS	990	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IABCJNHA_02711	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
IABCJNHA_02712	CDS	1101	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
IABCJNHA_02713	CDS	942	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
IABCJNHA_02714	CDS	141				hypothetical protein
IABCJNHA_02715	CDS	1632	dppE		COG4166	Dipeptide-binding protein DppE
IABCJNHA_02716	CDS	1008	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
IABCJNHA_02717	CDS	972	dppC_1		COG1173	Dipeptide transport system permease protein DppC
IABCJNHA_02718	CDS	915	dppB_1		COG0601	Dipeptide transport system permease protein DppB
IABCJNHA_02719	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
IABCJNHA_02720	CDS	819	proC_4	1.5.1.2		Pyrroline-5-carboxylate reductase
IABCJNHA_02721	CDS	1353	htrA_2	3.4.21.107	COG0265	Serine protease Do-like HtrA
IABCJNHA_02722	CDS	177				hypothetical protein
IABCJNHA_02723	CDS	972		2.4.-.-		putative glycosyltransferase
IABCJNHA_02724	CDS	2151				hypothetical protein
IABCJNHA_02725	CDS	147				hypothetical protein
IABCJNHA_02726	CDS	951	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
IABCJNHA_02727	CDS	1317	steT		COG0531	Serine/threonine exchanger SteT
IABCJNHA_02728	CDS	618				hypothetical protein
IABCJNHA_02729	CDS	1002				hypothetical protein
IABCJNHA_02730	CDS	747	spoIISA			Stage II sporulation protein SA
IABCJNHA_02731	CDS	171	spoIISB			Stage II sporulation protein SB
IABCJNHA_02732	CDS	894	xlyA	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
IABCJNHA_02733	CDS	264				hypothetical protein
IABCJNHA_02734	CDS	270				hypothetical protein
IABCJNHA_02735	CDS	840				hypothetical protein
IABCJNHA_02736	CDS	165				hypothetical protein
IABCJNHA_02737	CDS	330	xkdW_2			Phage-like element PBSX protein XkdW
IABCJNHA_02738	CDS	2064				hypothetical protein
IABCJNHA_02739	CDS	273				hypothetical protein
IABCJNHA_02740	CDS	579				hypothetical protein
IABCJNHA_02741	CDS	1047				hypothetical protein
IABCJNHA_02742	CDS	426				hypothetical protein
IABCJNHA_02743	CDS	267				hypothetical protein
IABCJNHA_02744	CDS	978				hypothetical protein
IABCJNHA_02745	CDS	660				hypothetical protein
IABCJNHA_02746	CDS	3816	yqbO_2		COG3953	putative protein YqbO
IABCJNHA_02747	CDS	447	yqbN_2			putative protein YqbN
IABCJNHA_02748	CDS	444	xkdM_2			Phage-like element PBSX protein XkdM
IABCJNHA_02749	CDS	1401				hypothetical protein
IABCJNHA_02750	CDS	441				hypothetical protein
IABCJNHA_02751	CDS	486				hypothetical protein
IABCJNHA_02752	CDS	357	xkdH_2			Phage-like element PBSX protein XkdH
IABCJNHA_02753	CDS	384	yqbG_2			putative protein YqbG
IABCJNHA_02754	CDS	936	xkdG_2			Phage-like element PBSX protein XkdG
IABCJNHA_02755	CDS	828	yqbD_2			putative protein YqbD
IABCJNHA_02756	CDS	1488				hypothetical protein
IABCJNHA_02757	CDS	1302				hypothetical protein
IABCJNHA_02758	CDS	798				hypothetical protein
IABCJNHA_02759	CDS	510				hypothetical protein
IABCJNHA_02760	CDS	207				hypothetical protein
IABCJNHA_02761	CDS	351				hypothetical protein
IABCJNHA_02762	CDS	168				hypothetical protein
IABCJNHA_02763	CDS	636	dnaA_2			Chromosomal replication initiator protein DnaA
IABCJNHA_02764	CDS	837				hypothetical protein
IABCJNHA_02765	CDS	180				hypothetical protein
IABCJNHA_02766	CDS	342	xre_2		COG1396	HTH-type transcriptional regulator Xre
IABCJNHA_02767	CDS	597				hypothetical protein
IABCJNHA_02768	CDS	837	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
IABCJNHA_02769	CDS	603				hypothetical protein
IABCJNHA_02770	CDS	378				hypothetical protein
IABCJNHA_02771	CDS	954	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
IABCJNHA_02772	CDS	258				hypothetical protein
IABCJNHA_02773	CDS	135				hypothetical protein
IABCJNHA_02774	CDS	1131	rapA_5	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
IABCJNHA_02775	CDS	1272	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
IABCJNHA_02776	CDS	465	yjoA		COG2318	putative protein YjoA
IABCJNHA_02777	CDS	765				hypothetical protein
IABCJNHA_02778	CDS	1494	uxaA	4.2.1.7	COG2721	Altronate dehydratase
IABCJNHA_02779	CDS	1443	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
IABCJNHA_02780	CDS	1002	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
IABCJNHA_02781	CDS	1269	exuT			Hexuronate transporter
IABCJNHA_02782	CDS	837	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
IABCJNHA_02783	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
IABCJNHA_02784	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
IABCJNHA_02785	CDS	1014	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
IABCJNHA_02786	CDS	1380	yjmB		COG2211	putative symporter YjmB
IABCJNHA_02787	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
IABCJNHA_02788	CDS	1179	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
IABCJNHA_02789	CDS	423	yjlC		COG2427	putative protein YjlC
IABCJNHA_02790	CDS	498				hypothetical protein
IABCJNHA_02791	CDS	975				hypothetical protein
IABCJNHA_02792	CDS	753	glnQ_2			Glutamine transport ATP-binding protein GlnQ
IABCJNHA_02793	CDS	753	fetB		COG0390	putative iron export permease protein FetB
IABCJNHA_02794	CDS	813				hypothetical protein
IABCJNHA_02795	CDS	189				hypothetical protein
IABCJNHA_02796	CDS	1179	oleD_2	2.4.1.-		Oleandomycin glycosyltransferase
IABCJNHA_02797	CDS	1191	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
IABCJNHA_02798	CDS	279				hypothetical protein
IABCJNHA_02799	CDS	618				hypothetical protein
IABCJNHA_02800	CDS	642	yjhA			putative lipoprotein YjhA
IABCJNHA_02801	CDS	561				hypothetical protein
IABCJNHA_02802	CDS	2958		1.17.1.9		Putative formate dehydrogenase
IABCJNHA_02803	CDS	576	yjgB			putative protein YjgB
IABCJNHA_02804	CDS	279				hypothetical protein
IABCJNHA_02805	CDS	900				hypothetical protein
IABCJNHA_02806	CDS	168	yjfB			putative protein YjfB
IABCJNHA_02807	CDS	474				hypothetical protein
IABCJNHA_02808	CDS	1401	pdaC	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
IABCJNHA_02809	CDS	249	cotT			Spore coat protein T
IABCJNHA_02810	CDS	963	ctaB1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 1
IABCJNHA_02811	CDS	330				hypothetical protein
IABCJNHA_02812	CDS	195				hypothetical protein
IABCJNHA_02813	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IABCJNHA_02814	CDS	396				hypothetical protein
IABCJNHA_02815	CDS	507				hypothetical protein
IABCJNHA_02816	CDS	414	yjdF			putative protein YjdF
IABCJNHA_02817	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
IABCJNHA_02818	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
IABCJNHA_02819	CDS	1947	manR		COG1762	Transcriptional regulator ManR
IABCJNHA_02820	CDS	348	yjdB		COG5492	putative protein YjdB
IABCJNHA_02821	CDS	756	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IABCJNHA_02822	CDS	282	yjcS		COG1359	putative protein YjcS
IABCJNHA_02823	CDS	528				hypothetical protein
IABCJNHA_02824	CDS	285	yjcQ			putative protein YjcQ
IABCJNHA_02825	CDS	504				hypothetical protein
IABCJNHA_02826	CDS	462				hypothetical protein
IABCJNHA_02827	CDS	174				hypothetical protein
IABCJNHA_02828	CDS	132				hypothetical protein
IABCJNHA_02829	CDS	321				hypothetical protein
IABCJNHA_02830	CDS	1230				hypothetical protein
IABCJNHA_02831	CDS	159				hypothetical protein
IABCJNHA_02832	tRNA	75				tRNA-Val(gac)
IABCJNHA_02833	CDS	1191				hypothetical protein
IABCJNHA_02834	CDS	546	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
IABCJNHA_02835	CDS	1173	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
IABCJNHA_02836	CDS	1146	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
IABCJNHA_02837	CDS	723				hypothetical protein
IABCJNHA_02838	CDS	516	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
IABCJNHA_02839	CDS	423	yjcF_3	2.3.1.-		putative N-acetyltransferase YjcF
IABCJNHA_02840	CDS	255				hypothetical protein
IABCJNHA_02841	CDS	2280	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
IABCJNHA_02842	CDS	255				hypothetical protein
IABCJNHA_02843	CDS	150	yjcZ			Sporulation protein YjcZ
IABCJNHA_02844	CDS	207				hypothetical protein
IABCJNHA_02845	CDS	357	yjcA			Sporulation protein YjcA
IABCJNHA_02846	CDS	387	cotV			Spore coat protein V
IABCJNHA_02847	CDS	318	cotW			Spore coat protein W
IABCJNHA_02848	CDS	519	cotX			Spore coat protein X
IABCJNHA_02849	CDS	489	cotY			Spore coat protein Y
IABCJNHA_02850	CDS	447	cotZ			Spore coat protein Z
IABCJNHA_02851	CDS	678				hypothetical protein
IABCJNHA_02852	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IABCJNHA_02853	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IABCJNHA_02854	CDS	1011				hypothetical protein
IABCJNHA_02855	CDS	765	thiG	2.8.1.10	COG2022	Thiazole synthase
IABCJNHA_02856	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
IABCJNHA_02857	CDS	1110	thiO_2	1.4.3.19	COG0665	Glycine oxidase
IABCJNHA_02858	CDS	618	tenI	5.3.99.10	COG0352	Thiazole tautomerase
IABCJNHA_02859	CDS	711	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
IABCJNHA_02860	CDS	1845	kefB			Glutathione-regulated potassium-efflux system protein KefB
IABCJNHA_02861	CDS	735	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
IABCJNHA_02862	CDS	900				hypothetical protein
IABCJNHA_02863	CDS	801	ppnKA	2.7.1.23	COG0061	NAD kinase 1
IABCJNHA_02864	CDS	636	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
IABCJNHA_02865	CDS	369				hypothetical protein
IABCJNHA_02866	CDS	573	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
IABCJNHA_02867	CDS	735	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
IABCJNHA_02868	CDS	399	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
IABCJNHA_02869	CDS	900				hypothetical protein
IABCJNHA_02870	CDS	204				hypothetical protein
IABCJNHA_02871	CDS	168				hypothetical protein
IABCJNHA_02872	CDS	2013	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
IABCJNHA_02873	CDS	1152	coiA		COG4469	Competence protein CoiA
IABCJNHA_02874	CDS	657	mecA		COG4862	Adapter protein MecA 1
IABCJNHA_02875	CDS	657				hypothetical protein
IABCJNHA_02876	CDS	396	spxA		COG1393	Regulatory protein Spx
IABCJNHA_02877	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
IABCJNHA_02878	CDS	1110				hypothetical protein
IABCJNHA_02879	CDS	918	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
IABCJNHA_02880	CDS	1068	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
IABCJNHA_02881	CDS	918	oppC		COG1173	Oligopeptide transport system permease protein OppC
IABCJNHA_02882	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
IABCJNHA_02883	CDS	1638	oppA		COG4166	Oligopeptide-binding protein OppA
IABCJNHA_02884	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
IABCJNHA_02885	CDS	753				hypothetical protein
IABCJNHA_02886	CDS	912	dppC_2		COG1173	Dipeptide transport system permease protein DppC
IABCJNHA_02887	CDS	951	dppB_2		COG0601	Dipeptide transport system permease protein DppB
IABCJNHA_02888	CDS	1632	appA			Oligopeptide-binding protein AppA
IABCJNHA_02889	CDS	990	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
